Date Occurred,Description,Latitude,Longitude,Category,Dataset
8/28/16 0:00,Sex Offender Location,34.02898275,-118.5006,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.02483423,-118.5032296,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,33.99831209,-118.4798479,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.03769269,-118.49791,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,33.99917049,-118.478077,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.01035178,-118.4802351,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.01961314,-118.4896802,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.02040486,-118.4759583,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.033477,-118.518542,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.02282997,-118.5026206,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.01668768,-118.4899879,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.01633709,-118.4822452,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.02237006,-118.466075,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.02154324,-118.47349,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.02005836,-118.4736986,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.02034241,-118.4868228,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.02503863,-118.5015988,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.01182979,-118.4690598,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.0195129,-118.4766905,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.02355726,-118.4705773,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.02095348,-118.4838596,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.00472594,-118.4718245,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.02212833,-118.4963587,Sex Offender,Points of Interest
8/28/16 0:00,Sex Offender Location,34.03491292,-118.4706997,Sex Offender,Points of Interest
8/28/16 0:00,WIFI Location,33.99744464,-118.4801419,Wifi Location,Points of Interest
8/28/16 0:00,Coffee Store,33.997676,-118.479233,Restaurant/Bar,Business
8/28/16 0:00,Ice Cream / Yogurt Store,33.997676,-118.479233,Restaurant/Bar,Business
8/28/16 0:00,WIFI Location,33.9978743,-118.4795949,Wifi Location,Points of Interest
8/28/16 0:00,Coffee House,33.997906,-118.479471,Restaurant/Bar,Business
8/28/16 0:00,Consumer Products,33.997906,-118.479471,Retail,Business
8/28/16 0:00,Cigarette; Cigars; Tobacco,33.99792735,-118.4795483,Grocery,Business
8/28/16 0:00,Health Food,33.998236,-118.479809,Beauty/Wellness,Business
8/28/16 0:00,Skincare,33.998287,-118.48048,Beauty/Wellness,Business
8/28/16 0:00,Psychotherapy,33.998307,-118.480449,Medical,Business
8/28/16 0:00,Used Books,33.998376,-118.480344,Retail,Business
8/28/16 0:00,Skincare,33.99840635,-118.480348,Beauty/Wellness,Business
8/28/16 0:00,Health Club,33.998412,-118.479983,Beauty/Wellness,Business
8/28/16 0:00,Florist,33.99841243,-118.4803391,Beauty/Wellness,Business
8/28/16 0:00,Skincare,33.99842459,-118.4803212,Beauty/Wellness,Business
8/28/16 0:00,Clothing / Accessories,33.99843119,-118.4799644,Retail,Business
8/28/16 0:00,Restaurant,33.9984528,-118.479986,Restaurant/Bar,Business
8/28/16 0:00,Psychotherapy,33.99845499,-118.4802764,Medical,Business
8/28/16 0:00,Miscellaneous Wholesale,33.998477,-118.48019,Retail,Business
8/28/16 0:00,Bicycle Dealer; Repair,33.99861909,-118.4799311,Repair,Business
8/28/16 0:00,Clothing / Accessories,33.99862617,-118.4799206,Retail,Business
8/28/16 0:00,Clothing / Accessories,33.99864033,-118.4798996,Retail,Business
8/28/16 0:00,Restaurant with Entertainment Permit,33.998678,-118.480246,Restaurant/Bar,Business
8/28/16 0:00,Clothing / Accessories,33.998689,-118.480257,Retail,Business
8/28/16 0:00,Clothing / Accessories,33.998739,-118.480307,Retail,Business
8/28/16 0:00,Restaurant with Entertainment Permit,33.998752,-118.481072,Restaurant/Bar,Business
8/28/16 0:00,Restaurant,33.998867,-118.485416,Restaurant/Bar,Business
8/28/16 0:00,Clothing / Accessories,33.99888103,-118.4804084,Retail,Business
8/28/16 0:00,Clothing / Accessories,33.998909,-118.480474,Retail,Business
8/28/16 0:00,Home Furnishings,33.99894648,-118.4804737,Retail,Business
8/28/16 0:00,Jewelry,33.998958,-118.480523,Retail,Business
8/28/16 0:00,Bar,33.998965,-118.480531,Restaurant/Bar,Business
8/28/16 0:00,Nail Salon,33.99898013,-118.4805905,Beauty/Wellness,Business
8/28/16 0:00,Psychotherapy,33.998982,-118.47941,Medical,Business
8/28/16 0:00,Clothing / Accessories,33.99902969,-118.4805554,Retail,Business
8/28/16 0:00,Liquor Store,33.999147,-118.480711,Grocery,Business
8/28/16 0:00,Restaurant,33.999152,-118.480716,Restaurant/Bar,Business
8/28/16 0:00,Restaurant,33.99917737,-118.4807044,Restaurant/Bar,Business
8/28/16 0:00,Nail Salon,33.999191,-118.480755,Beauty/Wellness,Business
8/28/16 0:00,Restaurant,33.99921,-118.480774,Restaurant/Bar,Business
8/28/16 0:00,Clothing / Accessories,33.99924729,-118.480863,Retail,Business
8/28/16 0:00,Cigarette; Cigars; Tobacco,33.999268,-118.480831,Grocery,Business
8/28/16 0:00,Restaurant with Entertainment Permit,33.999269,-118.480833,Restaurant/Bar,Business
8/28/16 0:00,WIFI Location,33.99934497,-118.4818022,Wifi Location,Points of Interest
8/28/16 0:00,Bakery; Baked Goods,33.99935231,-118.4808889,Restaurant/Bar,Business
8/28/16 0:00,Coffee House,33.99935923,-118.4809799,Restaurant/Bar,Business
8/28/16 0:00,Restaurant,33.999379,-118.480942,Restaurant/Bar,Business
8/28/16 0:00,Coffee Store,33.999406,-118.480969,Restaurant/Bar,Business
8/28/16 0:00,WIFI Location,33.99943031,-118.4811444,Wifi Location,Points of Interest
8/28/16 0:00,Jewelry,33.999451,-118.481014,Retail,Business
8/28/16 0:00,Psychologist,33.999683,-118.480906,Medical,Business
8/28/16 0:00,Restaurant with Entertainment Permit,33.999789,-118.481352,Restaurant/Bar,Business
8/28/16 0:00,Home Furnishings,33.9998,-118.481364,Retail,Business
8/28/16 0:00,Jewelry,33.9998,-118.481364,Retail,Business
8/28/16 0:00,Nail Salon,33.999808,-118.481371,Beauty/Wellness,Business
8/28/16 0:00,Bar / Entertainment,33.999843,-118.481406,Restaurant/Bar,Business
8/28/16 0:00,Clothing / Accessories,33.999954,-118.481518,Retail,Business
8/28/16 0:00,Restaurant,34.00004138,-118.481578,Restaurant/Bar,Business
8/28/16 0:00,Bicycle Dealer; Repair,34.00014163,-118.4816886,Repair,Business
8/28/16 0:00,Clothing / Accessories,34.00018899,-118.4818156,Retail,Business
8/28/16 0:00,Art Gallery; Dealer,34.00019117,-118.4817381,Entertainment,Business
8/28/16 0:00,Clothing / Accessories,34.00030179,-118.4818487,Retail,Business
8/28/16 0:00,General Merchandise,34.00030179,-118.4818487,Retail,Business
8/28/16 0:00,Restaurant with Entertainment Permit,34.000452,-118.482016,Restaurant/Bar,Business
8/28/16 0:00,Sunglasses,34.00054953,-118.4821806,Retail,Business
8/28/16 0:00,Gifts; Handicrafts,34.00057143,-118.482108,Retail,Business
8/28/16 0:00,Physical Training or Fitness,34.000614,-118.482178,Beauty/Wellness,Business
8/28/16 0:00,Restaurant,34.000664,-118.482229,Restaurant/Bar,Business
8/28/16 0:00,WIFI Location,34.00067966,-118.4831417,Wifi Location,Points of Interest
8/28/16 0:00,Clothing / Accessories,34.000682,-118.482247,Retail,Business
8/28/16 0:00,Restaurant,34.000696,-118.48226,Restaurant/Bar,Business
8/28/16 0:00,Clothing / Accessories,34.0007097,-118.4823408,Retail,Business
8/28/16 0:00,Ice Cream / Yogurt Store,34.00071909,-118.4823401,Restaurant/Bar,Business
8/28/16 0:00,Ice Cream / Yogurt Store,34.00073235,-118.4823532,Restaurant/Bar,Business
8/28/16 0:00,Clothing / Accessories,34.00076962,-118.4823903,Retail,Business
8/28/16 0:00,WIFI Location,34.00083048,-118.4825448,Wifi Location,Points of Interest
8/28/16 0:00,Restaurant,34.00084609,-118.4823814,Restaurant/Bar,Business
8/28/16 0:00,Restaurant with Entertainment Permit,34.000875,-118.48244,Restaurant/Bar,Business
8/28/16 0:00,Coffee Store,34.001162,-118.48273,Restaurant/Bar,Business
8/28/16 0:00,Clothing / Accessories,34.00117518,-118.4827084,Retail,Business
8/28/16 0:00,Gifts; Handicrafts,34.00117518,-118.4827084,Retail,Business
8/28/16 0:00,Home Furnishings,34.001189,-118.482757,Retail,Business
8/28/16 0:00,Art,34.001379,-118.481815,Entertainment,Business
8/28/16 0:00,Clothing / Accessories,34.00139877,-118.4830298,Retail,Business
8/28/16 0:00,Nail Salon,34.00139877,-118.4830298,Beauty/Wellness,Business
8/28/16 0:00,Restaurant with Entertainment Permit,34.001405,-118.482977,Restaurant/Bar,Business
8/28/16 0:00,Art Gallery; Dealer,34.00146214,-118.4830091,Entertainment,Business
8/28/16 0:00,Art Studio,34.00146214,-118.4830091,Entertainment,Business
8/28/16 0:00,Clothing / Accessories,34.00146214,-118.4830091,Retail,Business
8/28/16 0:00,Art Gallery; Dealer,34.001475,-118.483048,Entertainment,Business
8/28/16 0:00,Restaurant,34.001545,-118.483119,Restaurant/Bar,Business
8/28/16 0:00,Restaurant with Entertainment Permit,34.001549,-118.483123,Restaurant/Bar,Business
8/28/16 0:00,School / Child Care,34.001632,-118.478085,School,Business
8/28/16 0:00,Hotel; Motel or Auto Court,34.001671,-118.483247,Residence,Business
8/28/16 0:00,ATM Machines,34.00170551,-118.4833426,Services,Business
8/28/16 0:00,Psychotherapy,34.001758,-118.48594,Medical,Business
8/28/16 0:00,Laundry Self Service,34.00177211,-118.4833283,Services,Business
8/28/16 0:00,WIFI Location,34.0018964,-118.4842786,Wifi Location,Points of Interest
8/28/16 0:00,School / Preschool,34.001954,-118.48239,School,Business
8/28/16 0:00,Restaurant,34.00197,-118.4882,Restaurant/Bar,Business
8/28/16 0:00,Sporting Goods,34.002099,-118.483684,Retail,Business
8/28/16 0:00,Gifts; Handicrafts,34.002117,-118.485403,Retail,Business
8/28/16 0:00,WIFI Location,34.00214264,-118.4838642,Wifi Location,Points of Interest
8/28/16 0:00,Grocery; Food Products,34.00226528,-118.473845,Grocery,Business
8/28/16 0:00,Bicycle Dealer; Repair,34.002487,-118.470202,Repair,Business
8/28/16 0:00,Jewelry,34.002533,-118.473335,Retail,Business
8/28/16 0:00,Restaurant,34.00261127,-118.4704331,Restaurant/Bar,Business
8/28/16 0:00,Florist,34.00263973,-118.4842128,Beauty/Wellness,Business
8/28/16 0:00,Restaurant,34.00265143,-118.4703886,Restaurant/Bar,Business
8/28/16 0:00,Clothing / Accessories,34.002667,-118.484256,Retail,Business
8/28/16 0:00,Shoes,34.002667,-118.484256,Retail,Business
8/28/16 0:00,Liquor Store,34.002755,-118.484345,Grocery,Business
8/28/16 0:00,Skincare,34.00275997,-118.4844176,Beauty/Wellness,Business
8/28/16 0:00,Restaurant,34.00301426,-118.4709436,Restaurant/Bar,Business
8/28/16 0:00,Miscellaneous Services,34.00308225,-118.484658,Retail,Business
8/28/16 0:00,Nails; Facials; Waxing,34.003119,-118.484713,Beauty/Wellness,Business
8/28/16 0:00,Acupuncture,34.00312949,-118.4847802,Beauty/Wellness,Business
8/28/16 0:00,Acupuncture,34.00312949,-118.4847802,Beauty/Wellness,Business
8/28/16 0:00,Acupuncture,34.003175,-118.484769,Beauty/Wellness,Business
8/28/16 0:00,Psychologist,34.003175,-118.484769,Medical,Business
8/28/16 0:00,Psychotherapy,34.003175,-118.484769,Medical,Business
8/28/16 0:00,Psychotherapy,34.003175,-118.484769,Medical,Business
8/28/16 0:00,Skincare,34.003207,-118.484802,Beauty/Wellness,Business
8/28/16 0:00,Nails; Facials; Waxing,34.003222,-118.484817,Beauty/Wellness,Business
8/28/16 0:00,Skincare,34.003222,-118.484817,Beauty/Wellness,Business
8/28/16 0:00,Skincare,34.003222,-118.484817,Beauty/Wellness,Business
8/28/16 0:00,Restaurant,34.003238,-118.471332,Restaurant/Bar,Business
8/28/16 0:00,WIFI Location,34.00326945,-118.4711637,Wifi Location,Points of Interest
8/28/16 0:00,Restaurant,34.00338487,-118.4850425,Restaurant/Bar,Business
8/28/16 0:00,Ice Cream / Yogurt Store,34.00340368,-118.4849768,Restaurant/Bar,Business
8/28/16 0:00,Coffee Store,34.00341931,-118.4849924,Restaurant/Bar,Business
8/28/16 0:00,WIFI Location,34.00347617,-118.484917,Wifi Location,Points of Interest
8/28/16 0:00,Physical Training or Fitness,34.00360897,-118.4851856,Beauty/Wellness,Business
8/28/16 0:00,Used Clothing,34.003616,-118.485216,Retail,Business
8/28/16 0:00,Coffee Store,34.003659,-118.471915,Restaurant/Bar,Business
8/28/16 0:00,Gifts; Handicrafts,34.003736,-118.485337,Retail,Business
8/28/16 0:00,Restaurant with Entertainment Permit,34.00376,-118.48536,Restaurant/Bar,Business
8/28/16 0:00,Juice Drinks,34.003796,-118.485397,Restaurant/Bar,Business
8/28/16 0:00,Home Furnishings,34.003813,-118.485414,Retail,Business
8/28/16 0:00,Restaurant,34.003847,-118.485449,Restaurant/Bar,Business
8/28/16 0:00,Physician,34.00388887,-118.4722495,Medical,Business
8/28/16 0:00,Clothing / Accessories,34.003898,-118.4855,Retail,Business
8/28/16 0:00,Restaurant,34.003898,-118.4855,Restaurant/Bar,Business
8/28/16 0:00,Dentist,34.00391927,-118.485505,Medical,Business
8/28/16 0:00,WIFI Location,34.00393424,-118.4865172,Wifi Location,Points of Interest
8/28/16 0:00,Restaurant with Entertainment Permit,34.003974,-118.472354,Restaurant/Bar,Business
8/28/16 0:00,Nails; Facials; Waxing,34.003982,-118.48559,Beauty/Wellness,Business
8/28/16 0:00,Clothing / Accessories,34.00398767,-118.485661,Retail,Business
8/28/16 0:00,Delicatessen,34.00398767,-118.485661,Restaurant/Bar,Business
8/28/16 0:00,School / Preschool,34.00399486,-118.4729842,School,Business
8/28/16 0:00,Ice Cream / Yogurt Store,34.004114,-118.485751,Restaurant/Bar,Business
8/28/16 0:00,Restaurant,34.004114,-118.485751,Restaurant/Bar,Business
8/28/16 0:00,Restaurant,34.004114,-118.485751,Restaurant/Bar,Business
8/28/16 0:00,Hotel; Motel or Auto Court,34.004118,-118.488424,Residence,Business
8/28/16 0:00,Restaurant,34.004181,-118.485853,Restaurant/Bar,Business
8/28/16 0:00,Restaurant,34.004273,-118.472766,Restaurant/Bar,Business
8/28/16 0:00,Nail Salon,34.004462,-118.473015,Beauty/Wellness,Business
8/28/16 0:00,WIFI Location,34.00447984,-118.4871474,Wifi Location,Points of Interest
8/28/16 0:00,Restaurant,34.004569,-118.473156,Restaurant/Bar,Business
8/28/16 0:00,Ice Cream / Yogurt Store,34.00465166,-118.486368,Restaurant/Bar,Business
8/28/16 0:00,School / Yoga,34.004686,-118.486414,School,Business
8/28/16 0:00,Book,34.00468752,-118.4863939,Entertainment,Business
8/28/16 0:00,Restaurant,34.004735,-118.486462,Restaurant/Bar,Business
8/28/16 0:00,Clothing / Accessories,34.00475931,-118.486464,Retail,Business
8/28/16 0:00,Clothing / Accessories,34.004951,-118.486677,Retail,Business
8/28/16 0:00,WIFI Location,34.00498359,-118.4797687,Wifi Location,Points of Interest
8/28/16 0:00,WIFI Location,34.00502417,-118.4735704,Wifi Location,Points of Interest
8/28/16 0:00,Jewelry,34.005162,-118.486888,Retail,Business
8/28/16 0:00,School / Yoga,34.00522204,-118.4869188,School,Business
8/28/16 0:00,School / Yoga,34.00522204,-118.4869188,School,Business
8/28/16 0:00,Shoe Repair,34.00531,-118.487036,Retail,Business
8/28/16 0:00,WIFI Location,34.00533825,-118.4878886,Wifi Location,Points of Interest
8/28/16 0:00,Grocery; Food Products,34.005353,-118.487078,Grocery,Business
8/28/16 0:00,Restaurant,34.00547208,-118.4871781,Restaurant/Bar,Business
8/28/16 0:00,Art,34.00551642,-118.4857636,Entertainment,Business
8/28/16 0:00,Restaurant,34.00570741,-118.4745823,Restaurant/Bar,Business
8/28/16 0:00,WIFI Location,34.00572018,-118.4847416,Wifi Location,Points of Interest
8/28/16 0:00,WIFI Location,34.00595002,-118.4888824,Wifi Location,Points of Interest
8/28/16 0:00,Grocery; Food Products,34.005981,-118.483449,Grocery,Business
8/28/16 0:00,Pet Grooming / Care,34.00602,-118.487754,Beauty/Wellness,Business
8/28/16 0:00,Restaurant,34.006122,-118.475232,Restaurant/Bar,Business
8/28/16 0:00,Pharmacy,34.006144,-118.475263,Grocery,Business
8/28/16 0:00,Nail Salon,34.00618,-118.475313,Beauty/Wellness,Business
8/28/16 0:00,Grocery; Food Products,34.00618507,-118.4879296,Grocery,Business
8/28/16 0:00,Restaurant,34.00619917,-118.4880296,Restaurant/Bar,Business
8/28/16 0:00,Hotel; Motel or Auto Court,34.006219,-118.48983,Residence,Business
8/28/16 0:00,WIFI Location,34.00624263,-118.4881258,Wifi Location,Points of Interest
8/28/16 0:00,Home Furnishings,34.006253,-118.475417,Retail,Business
8/28/16 0:00,Miscellaneous Services,34.006256,-118.475421,Retail,Business
8/28/16 0:00,Grocery; Food Products,34.006285,-118.475462,Grocery,Business
8/28/16 0:00,Barber Shop,34.006333,-118.47553,Beauty/Wellness,Business
8/28/16 0:00,Skincare,34.006333,-118.47553,Beauty/Wellness,Business
8/28/16 0:00,Delicatessen,34.0063888,-118.4755111,Restaurant/Bar,Business
8/28/16 0:00,Grocery; Food Products,34.00640197,-118.4800892,Grocery,Business
8/28/16 0:00,Laundry Self Service,34.00646765,-118.4757082,Services,Business
8/28/16 0:00,Dentist,34.006493,-118.4756446,Medical,Business
8/28/16 0:00,Pet Supplies,34.006493,-118.4756446,Retail,Business
8/28/16 0:00,Gifts; Handicrafts,34.00654025,-118.4910013,Retail,Business
8/28/16 0:00,Hotel; Motel or Auto Court,34.00654025,-118.4910013,Residence,Business
8/28/16 0:00,WIFI Location,34.00655298,-118.4824498,Wifi Location,Points of Interest
8/28/16 0:00,Health Food,34.006586,-118.487816,Beauty/Wellness,Business
8/28/16 0:00,WIFI Location,34.00660158,-118.4895332,Wifi Location,Points of Interest
8/28/16 0:00,Restaurant with Entertainment Permit,34.006632,-118.491001,Restaurant/Bar,Business
8/28/16 0:00,Grocery; Food Products,34.006739,-118.488474,Grocery,Business
8/28/16 0:00,Home Furnishings,34.006793,-118.488529,Retail,Business
8/28/16 0:00,Restaurant,34.006842,-118.488579,Restaurant/Bar,Business
8/28/16 0:00,Gifts; Handicrafts,34.00685482,-118.4913459,Retail,Business
8/28/16 0:00,Hotel; Motel or Auto Court,34.00685482,-118.4913459,Residence,Business
8/28/16 0:00,Physical Training or Fitness,34.00685482,-118.4913459,Beauty/Wellness,Business
8/28/16 0:00,Miscellaneous Services,34.00687374,-118.4894135,Retail,Business
8/28/16 0:00,Skincare,34.00687374,-118.4894135,Beauty/Wellness,Business
8/28/16 0:00,Restaurant with Entertainment Permit,34.006877,-118.491228,Restaurant/Bar,Business
8/28/16 0:00,Spa & Salon (Massage Accessory,34.006877,-118.491228,Beauty/Wellness,Business
8/28/16 0:00,WIFI Location,34.0069783,-118.4761534,Wifi Location,Points of Interest
8/28/16 0:00,Performance Art Studio,34.00700346,-118.4892475,Entertainment,Business
8/28/16 0:00,Coffee House,34.00701153,-118.4887682,Restaurant/Bar,Business
8/28/16 0:00,Restaurant,34.00705532,-118.4902823,Restaurant/Bar,Business
8/28/16 0:00,Gas Station,34.007073,-118.476501,Grocery,Business
8/28/16 0:00,Grocery; Food Products,34.007073,-118.476501,Grocery,Business
8/28/16 0:00,Art Studio,34.007074,-118.488816,Entertainment,Business
8/28/16 0:00,Clothing / Accessories,34.00707762,-118.4888337,Retail,Business
8/28/16 0:00,Physical Training or Fitness,34.00710375,-118.4888595,Beauty/Wellness,Business
8/28/16 0:00,Grocery; Food Products,34.007117,-118.484596,Grocery,Business
8/28/16 0:00,Barber Shop,34.007379,-118.489134,Beauty/Wellness,Business
8/28/16 0:00,WIFI Location,34.00755702,-118.4900778,Wifi Location,Points of Interest
8/28/16 0:00,Restaurant,34.007584,-118.499632,Restaurant/Bar,Business
8/28/16 0:00,Liquor Store,34.00769008,-118.4894536,Grocery,Business
8/28/16 0:00,School / Preschool,34.007761,-118.478327,School,Business
8/28/16 0:00,School / Art,34.007928,-118.464812,School,Business
8/28/16 0:00,Hotel; Motel or Auto Court,34.007966,-118.490805,Residence,Business
8/28/16 0:00,Restaurant,34.007966,-118.490805,Restaurant/Bar,Business
8/28/16 0:00,School / Preschool,34.008039,-118.477703,School,Business
8/28/16 0:00,Restaurant,34.008109,-118.491105,Restaurant/Bar,Business
8/28/16 0:00,Restaurant,34.008111,-118.491108,Restaurant/Bar,Business
8/28/16 0:00,WIFI Location,34.0081411,-118.4896875,Wifi Location,Points of Interest
8/28/16 0:00,Hotel; Motel or Auto Court,34.008264,-118.477978,Residence,Business
8/28/16 0:00,Physical Training or Fitness,34.00829632,-118.4891531,Beauty/Wellness,Business
8/28/16 0:00,Dentist,34.008319,-118.489141,Medical,Business
8/28/16 0:00,Physical Training or Fitness,34.008319,-118.489141,Beauty/Wellness,Business
8/28/16 0:00,Hotel; Motel or Auto Court,34.008372,-118.491416,Residence,Business
8/28/16 0:00,Rental / Bicycle,34.00839196,-118.4936988,Retail,Business
8/28/16 0:00,WIFI Location,34.00840448,-118.4739237,Wifi Location,Points of Interest
8/28/16 0:00,Physical Training or Fitness,34.008461,-118.491359,Beauty/Wellness,Business
8/28/16 0:00,Clothing / Accessories,34.008548,-118.478337,Retail,Business
8/28/16 0:00,Bar,34.008622,-118.488707,Restaurant/Bar,Business
8/28/16 0:00,Bowling Alley,34.008622,-118.488707,Entertainment,Business
8/28/16 0:00,Restaurant,34.008622,-118.488707,Restaurant/Bar,Business
8/28/16 0:00,Gifts; Handicrafts,34.00871806,-118.4917883,Retail,Business
8/28/16 0:00,Hotel; Motel or Auto Court,34.00871806,-118.4917883,Residence,Business
8/28/16 0:00,Restaurant,34.00871806,-118.4917883,Restaurant/Bar,Business
8/28/16 0:00,School / Gymnastic,34.00880239,-118.498073,School,Business
8/28/16 0:00,WIFI Location,34.008832,-118.496705,Wifi Location,Points of Interest
8/28/16 0:00,Cart / Accessories,34.0088371,-118.498076,Retail,Business
8/28/16 0:00,Cart / Gifts,34.0088371,-118.498076,Retail,Business
8/28/16 0:00,Cart / Ice Cream,34.0088371,-118.498076,Restaurant/Bar,Business
8/28/16 0:00,Cart / Plants,34.0088371,-118.498076,Retail,Business
8/28/16 0:00,Cart / Sunglasses,34.0088371,-118.498076,Retail,Business
8/28/16 0:00,Clothing / Accessories,34.0088371,-118.498076,Retail,Business
8/28/16 0:00,Restaurant,34.00890339,-118.4919037,Restaurant/Bar,Business
8/28/16 0:00,Home Furnishings,34.00894736,-118.4788574,Retail,Business
8/28/16 0:00,Arcade,34.008992,-118.49787,Entertainment,Business
8/28/16 0:00,Gifts; Handicrafts,34.008992,-118.49787,Retail,Business
8/28/16 0:00,Pet Grooming / Care,34.00904061,-118.4880831,Beauty/Wellness,Business
8/28/16 0:00,Pet Store,34.00904061,-118.4880831,Retail,Business
8/28/16 0:00,Juice Drinks,34.009041,-118.488118,Restaurant/Bar,Business
8/28/16 0:00,Miscellaneous Services,34.00910407,-118.4633178,Retail,Business
8/28/16 0:00,Restaurant,34.009156,-118.492241,Restaurant/Bar,Business
8/28/16 0:00,Restaurant,34.009319,-118.497461,Restaurant/Bar,Business
8/28/16 0:00,Entertainment,34.009325,-118.482404,Entertainment,Business
8/28/16 0:00,Bar,34.009426,-118.492551,Restaurant/Bar,Business
8/28/16 0:00,Health Club & Massage Establishment,34.009426,-118.492551,Beauty/Wellness,Business
8/28/16 0:00,Hotel; Motel or Auto Court,34.009426,-118.492551,Residence,Business
8/28/16 0:00,Restaurant,34.009426,-118.492551,Restaurant/Bar,Business
8/28/16 0:00,Restaurant,34.009426,-118.492551,Restaurant/Bar,Business
8/28/16 0:00,Restaurant,34.009426,-118.492551,Restaurant/Bar,Business
8/28/16 0:00,Restaurant with Entertainment Permit,34.009426,-118.492551,Restaurant/Bar,Business
8/28/16 0:00,Spa & Salon Products,34.009426,-118.492551,Beauty/Wellness,Business
8/28/16 0:00,Home Furnishings,34.00942787,-118.4794578,Retail,Business
8/28/16 0:00,Rental / Bicycle,34.009434,-118.497318,Retail,Business
8/28/16 0:00,Gas Station & Mini Market,34.00943708,-118.4875134,Grocery,Business
8/28/16 0:00,WIFI Location,34.00946367,-118.4872688,Wifi Location,Points of Interest
8/28/16 0:00,Physical Training or Fitness,34.00953686,-118.4927305,Beauty/Wellness,Business
8/28/16 0:00,Restaurant,34.009613,-118.497095,Restaurant/Bar,Business
8/28/16 0:00,WIFI Location,34.00963478,-118.4795586,Wifi Location,Points of Interest
8/28/16 0:00,Dentist,34.009719,-118.479781,Medical,Business
8/28/16 0:00,Amusement Park,34.009849,-118.496802,Entertainment,Business
8/28/16 0:00,Gifts; Handicrafts,34.009849,-118.496802,Retail,Business
8/28/16 0:00,Restaurant,34.009849,-118.496802,Restaurant/Bar,Business
8/28/16 0:00,Physician,34.00986343,-118.4799014,Medical,Business
8/28/16 0:00,Physician,34.00986343,-118.4799014,Medical,Business
8/28/16 0:00,Restaurant,34.009934,-118.49534,Restaurant/Bar,Business
8/28/16 0:00,Restaurant,34.00993758,-118.4966646,Restaurant/Bar,Business
8/28/16 0:00,Hotel; Motel or Auto Court,34.009996,-118.493201,Residence,Business
8/28/16 0:00,Restaurant,34.01000746,-118.4801779,Restaurant/Bar,Business
8/28/16 0:00,Hotel; Motel or Auto Court,34.010019,-118.493227,Residence,Business
8/28/16 0:00,Restaurant,34.010066,-118.480214,Restaurant/Bar,Business
8/28/16 0:00,WIFI Location,34.01011,-118.4966,Wifi Location,Points of Interest
8/28/16 0:00,Barber,34.01013177,-118.4803304,Beauty/Wellness,Business
8/28/16 0:00,Bicycle Dealer; Repair,34.010158,-118.48033,Repair,Business
8/28/16 0:00,Computer Repair,34.01018722,-118.4804072,Repair,Business
8/28/16 0:00,Restaurant,34.01021257,-118.4934292,Restaurant/Bar,Business
8/28/16 0:00,Sunglasses,34.01023027,-118.4956023,Retail,Business
8/28/16 0:00,Clothing / Accessories,34.010234,-118.493478,Retail,Business
8/28/16 0:00,Restaurant with Entertainment Permit,34.010236,-118.495674,Restaurant/Bar,Business
8/28/16 0:00,Restaurant,34.01024085,-118.4935477,Restaurant/Bar,Business
8/28/16 0:00,Restaurant,34.010272,-118.480475,Restaurant/Bar,Business
8/28/16 0:00,Carnival,34.010329,-118.496219,Entertainment,Business
8/28/16 0:00,Cart / Gifts,34.010384,-118.496158,Retail,Business
8/28/16 0:00,Gifts; Handicrafts,34.010439,-118.495896,Retail,Business
8/28/16 0:00,Cart - Food and Beverage,34.01044062,-118.4960163,Restaurant/Bar,Business
8/28/16 0:00,Cart - Food and Beverage,34.01044062,-118.4960163,Restaurant/Bar,Business
8/28/16 0:00,Ice Cream / Yogurt Store,34.01044062,-118.4960163,Restaurant/Bar,Business
8/28/16 0:00,WIFI Location,34.01045492,-118.4700931,Wifi Location,Points of Interest
8/28/16 0:00,Liquor Store,34.01046,-118.480707,Grocery,Business
8/28/16 0:00,Gas Station & Mini Market,34.01049718,-118.4807875,Grocery,Business
