-122.418989,37.78458346,-122.4181659,37.78376039,1
-122.4124044,37.78540653,-122.4115814,37.78458346,1
-122.4527349,37.72614547,-122.4519118,37.7253224,1
-122.4041737,37.77552969,-122.4033507,37.77470662,1
-122.4082891,37.78458346,-122.407466,37.78376039,1
-122.4033507,37.77552969,-122.4025276,37.77470662,1
-122.4041737,37.77635276,-122.4033507,37.77552969,1
-122.4667271,37.77306048,-122.465904,37.77223741,1
-122.3918277,37.76071442,-122.3910046,37.75989135,1
-122.4082891,37.78540653,-122.407466,37.78458346,1
-122.4033507,37.77635276,-122.4025276,37.77552969,1
-122.407466,37.78540653,-122.406643,37.78458346,1
-122.4099352,37.78211425,-122.4091122,37.78129118,1
-122.4206351,37.78869882,-122.4198121,37.78787575,1
-122.406643,37.78540653,-122.4058199,37.78458346,1
-122.3819508,37.73849152,-122.3811278,37.73766845,1
-122.407466,37.78458346,-122.406643,37.78376039,1
-122.4124044,37.78129118,-122.4115814,37.78046811,1
-122.4091122,37.78376039,-122.4082891,37.78293732,1
-122.4000584,37.80104487,-122.3992353,37.8002218,0.969372173
-122.4091122,37.78129118,-122.4082891,37.78046811,0.940986908
-122.4091122,37.78458346,-122.4082891,37.78376039,0.923210261
-122.4214582,37.78540653,-122.4206351,37.78458346,0.920757051
-122.4082891,37.78376039,-122.407466,37.78293732,0.887331507
-122.4148737,37.78046811,-122.4140506,37.77964504,0.834754316
-122.406643,37.78622961,-122.4058199,37.78540653,0.832406316
-122.4198121,37.76565285,-122.418989,37.76482978,0.830537518
-122.4198121,37.76236056,-122.418989,37.76153749,0.819812193
-122.4082891,37.78622961,-122.407466,37.78540653,0.809070398
-122.407466,37.78622961,-122.406643,37.78540653,0.79017177
-122.4041737,37.77470662,-122.4033507,37.77388355,0.789043815
-122.4107583,37.78293732,-122.4099352,37.78211425,0.776947607
-122.4132275,37.78540653,-122.4124044,37.78458346,0.772892795
-122.4049968,37.77635276,-122.4041737,37.77552969,0.760793785
-122.4033507,37.77470662,-122.4025276,37.77388355,0.759746641
-122.3967661,37.79363724,-122.395943,37.79281417,0.758248505
