Armed Robbery,34.04494444,-118.4782917,
Armed Robbery,34.03641667,-118.4687917,
Armed Robbery,34.03113889,-118.4795972,
Armed Robbery,34.00926389,-118.48775,
Armed Robbery,34.01419445,-118.49625,
Armed Robbery,34.03020833,-118.4845694,
Armed Robbery,34.01372222,-118.492,
Armed Robbery,34.02713889,-118.4883611,
Armed Robbery,34.01306945,-118.4838611,
Armed Robbery,34.01555556,-118.4767778,
Armed Robbery,34.01947222,-118.4694444,
Armed Robbery,34.03369444,-118.5006111,
Armed Robbery,34.00926389,-118.48775,
Armed Robbery,34.03595833,-118.4710139,
Armed Robbery,34.01775,-118.4902639,
Armed Robbery,34.00241668,-118.489625,
Armed Robbery,34.01165278,-118.4923333,
Armed Robbery,34.02340278,-118.5059861,
Armed Robbery,34.01031944,-118.4805417,
Armed Robbery,34.01813889,-118.4824444,
Armed Robbery,33.99805556,-118.4796111,
Armed Robbery,34.01586111,-118.4588611,
Armed Robbery,34.01622222,-118.4921528,
Armed Robbery,34.03805556,-118.471625,
Armed Robbery,34.00094444,-118.4825278,
Armed Robbery,34.01025,-118.4601944,
Armed Robbery,34.02416667,-118.4839444,
Armed Robbery,34.03176389,-118.4826667,
Armed Robbery,34.03151389,-118.494375,
Armed Robbery,34.01418056,-118.4851528,
Armed Robbery,34.01354167,-118.4726806,
Armed Robbery,34.01734722,-118.4734167,
Armed Robbery,34.02686111,-118.4553472,
Armed Robbery,34.02597222,-118.4833194,
Armed Robbery,34.03680556,-118.4950417,
Armed Robbery,34.00595833,-118.4898333,
Armed Robbery,34.01975,-118.4689306,
Armed Robbery,34.02026389,-118.4679722,
Armed Robbery,34.01975,-118.4689306,
Armed Robbery,34.018125,-118.4962222,
Armed Robbery,34.02561111,-118.49025,
Armed Robbery,34.02302778,-118.4675,
Armed Robbery,34.0073889,-118.4944861,
Armed Robbery/Auto Theft,34.003625,-118.4862083,
Arson,34.02522222,-118.4907222,
Arson,34.02252778,-118.4875833,
Arson,34.027125,-118.4548194,
Arson,34.02026389,-118.4679722,
Arson,34.01025,-118.4956806,
Arson,34.01856944,-118.4989444,
Arson,34.04305556,-118.4873333,
Arson,34.02208333,-118.4962639,
Arson,34.0245,-118.46925,
Arson,34.02444444,-118.4852083,
Arson,34.01141667,-118.4845417,
Arson,34.01852778,-118.4819583,
Arson,34.02291667,-118.4870972,
Arson,34.02291667,-118.4870972,
Arson,34.01437504,-118.5024306,
Arson,34.02547222,-118.4736389,
Arson,34.04069445,-118.4829583,
Arson,34.01919444,-118.4699722,
Arson,34.00161111,-118.4831944,
Arson,34.01419445,-118.49625,
Arson,34.00933333,-118.4974167,
Arson,34.00581944,-118.4763611,
Arson,34.01554167,-118.4978056,
Arson,34.00640278,-118.475625,
Arson,34.01031944,-118.4805417,
Arson,34.01366667,-118.4708611,
Arson,34.02561111,-118.4837778,
Arson,34.01591667,-118.4608611,
Arson,34.01497222,-118.4952917,
Arson,34.01601389,-118.4955972,
Arson,34.02284722,-118.4953056,
Arson,34.02094444,-118.4700694,
Arson,34.01419445,-118.49625,
Arson,34.02044445,-118.47225,
Arson,34.02340278,-118.4849028,
Arson,34.01180556,-118.46375,
Arson,34.02745833,-118.4896389,
Arson,34.02004167,-118.4699861,
Arson,34.02781944,-118.4578194,
Arson,34.01456944,-118.4631806,
Arson,34.023625,-118.4682083,
Arson,34.02263889,-118.4858472,
Assault,34.02416667,-118.4839444,
Assault,34.03969444,-118.5039722,
Assault,34.01638889,-118.4951389,
Assault,34.01830556,-118.4927639,
Assault,34.01986111,-118.4973611,
Assault,34.03283333,-118.4830417,
Assault,34.02102778,-118.4637222,
Assault,34.00255556,-118.4767222,
Assault,34.01319445,-118.4974861,
Assault,34.01879167,-118.4905833,
Assault,34.01441667,-118.4817778,
Assault,34.00069445,-118.4870694,
Assault,34.01779167,-118.4999028,
Assault,34.01631945,-118.4968611,
Assault,34.01573611,-118.4943611,
Assault,34.04406944,-118.4804861,
Assault,34.0255,-118.4855139,
Assault,34.02544444,-118.4703611,
Assault,34.02656944,-118.4559306,
Assault,34.02780556,-118.4730972,
Assault,34.01305556,-118.4893889,
Assault,34.00933333,-118.4974167,
Assault,34.02544444,-118.4703611,
Assault,34.01208333,-118.4956389,
Assault,34.02544444,-118.4703611,
Assault,34.02093056,-118.4746528,
Assault,34.01573611,-118.4943611,
Assault,34.0075,-118.4903056,
Assault,34.00175,-118.4720556,
Assault,34.01765278,-118.4984306,
Assault,34.01306945,-118.4838611,
Assault,34.01954167,-118.4776389,
Assault,34.01813889,-118.4897778,
Assault,34.01011111,-118.4964722,
Assault,34.01919444,-118.4699722,
Assault,34.01631945,-118.4968611,
Assault,34.02569445,-118.4820556,
Assault,34.01490278,-118.4604861,
Assault,34.01511111,-118.4658194,
Assault,34.03365278,-118.4738611,
Assault,34.03365278,-118.4738611,
Assault,34.019125,-118.4553333,
Assault,34.00241668,-118.489625,
Assault,34.01902778,-118.5000417,
Assault,34.01736111,-118.4971806,
Assault,34.01525,-118.4965556,
Assault,34.01555556,-118.4767778,
Assault,34.01523611,-118.4790417,
Assault,34.02208333,-118.4962639,
Assault,34.01697222,-118.4912083,
Assault,34.01919444,-118.4699722,
Assault,34.03295833,-118.4747083,
Assault,34.01070833,-118.4697917,
Assault,34.02147222,-118.4936944,
Assault,34.01305556,-118.4893889,
Assault,34.01745833,-118.4890139,
Assault,34.02195833,-118.508875,
Assault,34.028,-118.4792222,
Assault,34.01165278,-118.4923333,
Assault,34.03076389,-118.4765417,
Assault,34.00161111,-118.4831944,
Assault,33.99883333,-118.4809306,
Assault,34.00918056,-118.4825694,
Assault,34.01745833,-118.4890139,
Assault,34.01173611,-118.4938472,
Assault,34.01727778,-118.4585,
Assault,34.00456945,-118.4836528,
Assault,34.01525,-118.4965556,
Assault,34.01020833,-118.4952917,
Assault,34.02797222,-118.5003611,
Assault,34.001,-118.4814444,
Assault,34.01988889,-118.45975,
Assault,34.00122222,-118.4821389,
Assault,34.03330556,-118.4742778,
Assault,34.01261111,-118.4823194,
Assault,34.00791667,-118.4896944,
Assault,34.03801389,-118.4798194,
Assault,34.01833333,-118.4992222,
Assault,34.01694445,-118.5024722,
Assault,34.01838889,-118.4790556,
Assault,34.03295833,-118.4747083,
Assault,34.01313889,-118.4959306,
Assault,34.00613889,-118.4865417,
Assault,34.00454167,-118.4862639,
Assault,34.01141667,-118.4948611,
Assault,34.02330556,-118.4930972,
Assault,34.03509722,-118.46725,
Assault,34.01863889,-118.471,
Assault,34.0065,-118.4899722,
Assault,34.02797222,-118.5003611,
Assault,34.01984722,-118.4908889,
Assault,34.02101389,-118.4959167,
Assault,34.01565278,-118.4755417,
Assault,34.01631945,-118.4968611,
Assault,34.02719444,-118.5012917,
Assault w/Deadly Weapon,34.01366667,-118.4803194,
Assault w/Deadly Weapon,34.01677778,-118.4882222,
Assault w/Deadly Weapon,34.02788889,-118.4745417,
Assault w/Deadly Weapon,34.02493056,-118.483,
Assault w/Deadly Weapon,34.00322222,-118.4875556,
Assault w/Deadly Weapon,34.01833333,-118.4992222,
Assault w/Deadly Weapon,34.01190278,-118.4825139,
Assault w/Deadly Weapon,34.01073611,-118.4846528,
Assault w/Deadly Weapon,34.00284722,-118.4707917,
Assault w/Deadly Weapon,34.02108333,-118.4757222,
Assault w/Deadly Weapon,34.02447222,-118.4916667,
Assault w/Deadly Weapon,34.00454167,-118.4720694,
Assault w/Deadly Weapon,34.01011111,-118.4964722,
Assault w/Deadly Weapon,34.012,-118.4969028,
Assault w/Deadly Weapon,34.01947222,-118.4913611,
Assault w/Deadly Weapon,34.00827778,-118.4932778,
Assault w/Deadly Weapon,34.00011111,-118.4826944,
Assault w/Deadly Weapon,34.02147222,-118.4936944,
Assault w/Deadly Weapon,34.01141667,-118.4948611,
Assault w/Deadly Weapon,34.01801389,-118.4795278,
Assault w/Deadly Weapon,34.01506944,-118.4749444,
Assault w/Deadly Weapon,34.02483333,-118.4847222,
Assault w/Deadly Weapon,34.01947222,-118.4694444,
Assault w/Deadly Weapon,34.02908333,-118.4762778,
Assault w/Deadly Weapon,34.02583333,-118.4698611,
Assault w/Deadly Weapon,34.02397222,-118.4609861,
Assault w/Deadly Weapon,34.01516667,-118.4918472,
Assault w/Deadly Weapon,34.01141667,-118.4845417,
Assault w/Deadly Weapon,34.02093056,-118.5075694,
Assault w/Deadly Weapon,34.02672222,-118.4759583,
Assault w/Deadly Weapon,34.01208333,-118.4956389,
Assault w/Deadly Weapon,34.03269445,-118.4798611,
Assault w/Deadly Weapon,34.03488889,-118.4706806,
Assault w/Deadly Weapon,34.01372222,-118.492,
Assault w/Deadly Weapon,34.026,-118.4897778,
Assault w/Deadly Weapon,33.99926389,-118.4808472,
Assault w/Deadly Weapon,34.03711111,-118.4695833,
Assault w/Deadly Weapon,34.02680556,-118.5017778,
Assault w/Deadly Weapon,34.00368056,-118.4852917,
Assault w/Deadly Weapon,34.01165278,-118.4923333,
Assault w/Deadly Weapon,34.03708333,-118.5057361,
Assault w/Deadly Weapon,34.01165278,-118.4923333,
Assault w/Deadly Weapon,34.02284722,-118.4953056,
Assault w/Deadly Weapon,34.01947222,-118.4694444,
Assault w/Deadly Weapon,34.01554167,-118.4978056,
Assault w/Deadly Weapon,34.00640278,-118.475625,
Assault w/Deadly Weapon,34.01061111,-118.4809167,
Assault w/Deadly Weapon,34.0225,-118.5022778,
Assault w/Deadly Weapon,34.00368056,-118.4852917,
Assault w/Deadly Weapon,34.02166667,-118.4691944,
Assault w/Deadly Weapon,34.01227778,-118.4829444,
Assault w/Deadly Weapon,34.01165278,-118.4923333,
Assault w/Deadly Weapon,34.01219444,-118.4938889,
Assault w/Deadly Weapon,34.01009722,-118.4948333,
Assault w/Deadly Weapon,34.016875,-118.4993889,
Assault w/Deadly Weapon,34.00427778,-118.486,
Assault w/Deadly Weapon,34.0235,-118.4758056,
Assault w/Deadly Weapon,34.01372222,-118.4828194,
Assault w/Deadly Weapon,34.01430556,-118.4945,
Assault w/Deadly Weapon,34.01313889,-118.4959306,
Assault w/Deadly Weapon,34.02744444,-118.4869444,
Assault w/Deadly Weapon,34.02177778,-118.4885278,
